id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
41-2,Haya,"Haya was inspired by the beauty and essence of Arabic Calligraphy. Featuring intricate, flowing calligraphy embroidered exclusively along the sleeves, this piece serves as a wearable masterpiece. Crafted for the modern woman who carries her heritage with grace, it strikes the perfect balance between statement detail and timeless simplicity. Haya comes paired with an embroidered chiffon shawl to complete the look.",in stock,new,9950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-haya,https://cdn.sanity.io/images/1uqris3e/production/0a8b33b3cfce9e4720ac90af5c888c18bbcce730-5455x8183.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,00986bee-3dcc-481e-8fc0-2fff9ba5d3eb,female,Black,S,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
41-3,Haya,"Haya was inspired by the beauty and essence of Arabic Calligraphy. Featuring intricate, flowing calligraphy embroidered exclusively along the sleeves, this piece serves as a wearable masterpiece. Crafted for the modern woman who carries her heritage with grace, it strikes the perfect balance between statement detail and timeless simplicity. Haya comes paired with an embroidered chiffon shawl to complete the look.",in stock,new,9950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-haya,https://cdn.sanity.io/images/1uqris3e/production/0a8b33b3cfce9e4720ac90af5c888c18bbcce730-5455x8183.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,00986bee-3dcc-481e-8fc0-2fff9ba5d3eb,female,Black,M,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
41-4,Haya,"Haya was inspired by the beauty and essence of Arabic Calligraphy. Featuring intricate, flowing calligraphy embroidered exclusively along the sleeves, this piece serves as a wearable masterpiece. Crafted for the modern woman who carries her heritage with grace, it strikes the perfect balance between statement detail and timeless simplicity. Haya comes paired with an embroidered chiffon shawl to complete the look.",in stock,new,9950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-haya,https://cdn.sanity.io/images/1uqris3e/production/0a8b33b3cfce9e4720ac90af5c888c18bbcce730-5455x8183.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,00986bee-3dcc-481e-8fc0-2fff9ba5d3eb,female,Black,L,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
41-5,Haya,"Haya was inspired by the beauty and essence of Arabic Calligraphy. Featuring intricate, flowing calligraphy embroidered exclusively along the sleeves, this piece serves as a wearable masterpiece. Crafted for the modern woman who carries her heritage with grace, it strikes the perfect balance between statement detail and timeless simplicity. Haya comes paired with an embroidered chiffon shawl to complete the look.",in stock,new,9950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-haya,https://cdn.sanity.io/images/1uqris3e/production/0a8b33b3cfce9e4720ac90af5c888c18bbcce730-5455x8183.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,00986bee-3dcc-481e-8fc0-2fff9ba5d3eb,female,Black,XL,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
41-6,Haya,"Haya was inspired by the beauty and essence of Arabic Calligraphy. Featuring intricate, flowing calligraphy embroidered exclusively along the sleeves, this piece serves as a wearable masterpiece. Crafted for the modern woman who carries her heritage with grace, it strikes the perfect balance between statement detail and timeless simplicity. Haya comes paired with an embroidered chiffon shawl to complete the look.",in stock,new,9950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-haya,https://cdn.sanity.io/images/1uqris3e/production/0a8b33b3cfce9e4720ac90af5c888c18bbcce730-5455x8183.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,00986bee-3dcc-481e-8fc0-2fff9ba5d3eb,female,Black,XXL,adult,,,,,,,,,,classic-abayas,Peninsula Collection,
26-1,Heirloom of Elegance,"True to its name, the Heirloom of Elegance is a masterpiece designed to be cherished for generations. Crafted from the finest Nida fabric, this exquisite abaya radiates a luxurious, silky-smooth lustre and an effortless, fluid drape. The defining feature of this piece lies in its breathtaking, artisanal sleeve detailing. A stunning tapestry of intricate floral and botanical embroidery winds down the wide, relaxed sleeves, accented by delicate lattice-work cutouts and shimmering embellishments that beautifully catch the light. It perfectly balances traditional modesty with a contemporary, high-fashion sensibility.",in stock,new,7950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-heirloom-of-elegance,https://cdn.sanity.io/images/1uqris3e/production/30218e4f3b04d6fb35ae7ea1ec0aeac990a281e6-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,aa6824c1-bada-4881-80c6-4af800635c7c,female,Black,XS,adult,Nida,,,,,,,,,classic-abayas,Timeless Classic,
26-2,Heirloom of Elegance,"True to its name, the Heirloom of Elegance is a masterpiece designed to be cherished for generations. Crafted from the finest Nida fabric, this exquisite abaya radiates a luxurious, silky-smooth lustre and an effortless, fluid drape. The defining feature of this piece lies in its breathtaking, artisanal sleeve detailing. A stunning tapestry of intricate floral and botanical embroidery winds down the wide, relaxed sleeves, accented by delicate lattice-work cutouts and shimmering embellishments that beautifully catch the light. It perfectly balances traditional modesty with a contemporary, high-fashion sensibility.",in stock,new,7950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-heirloom-of-elegance,https://cdn.sanity.io/images/1uqris3e/production/30218e4f3b04d6fb35ae7ea1ec0aeac990a281e6-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,aa6824c1-bada-4881-80c6-4af800635c7c,female,Black,S,adult,Nida,,,,,,,,,classic-abayas,Timeless Classic,
26-3,Heirloom of Elegance,"True to its name, the Heirloom of Elegance is a masterpiece designed to be cherished for generations. Crafted from the finest Nida fabric, this exquisite abaya radiates a luxurious, silky-smooth lustre and an effortless, fluid drape. The defining feature of this piece lies in its breathtaking, artisanal sleeve detailing. A stunning tapestry of intricate floral and botanical embroidery winds down the wide, relaxed sleeves, accented by delicate lattice-work cutouts and shimmering embellishments that beautifully catch the light. It perfectly balances traditional modesty with a contemporary, high-fashion sensibility.",in stock,new,7950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-heirloom-of-elegance,https://cdn.sanity.io/images/1uqris3e/production/30218e4f3b04d6fb35ae7ea1ec0aeac990a281e6-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,aa6824c1-bada-4881-80c6-4af800635c7c,female,Black,M,adult,Nida,,,,,,,,,classic-abayas,Timeless Classic,
26-4,Heirloom of Elegance,"True to its name, the Heirloom of Elegance is a masterpiece designed to be cherished for generations. Crafted from the finest Nida fabric, this exquisite abaya radiates a luxurious, silky-smooth lustre and an effortless, fluid drape. The defining feature of this piece lies in its breathtaking, artisanal sleeve detailing. A stunning tapestry of intricate floral and botanical embroidery winds down the wide, relaxed sleeves, accented by delicate lattice-work cutouts and shimmering embellishments that beautifully catch the light. It perfectly balances traditional modesty with a contemporary, high-fashion sensibility.",in stock,new,7950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-heirloom-of-elegance,https://cdn.sanity.io/images/1uqris3e/production/30218e4f3b04d6fb35ae7ea1ec0aeac990a281e6-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,aa6824c1-bada-4881-80c6-4af800635c7c,female,Black,L,adult,Nida,,,,,,,,,classic-abayas,Timeless Classic,
26-5,Heirloom of Elegance,"True to its name, the Heirloom of Elegance is a masterpiece designed to be cherished for generations. Crafted from the finest Nida fabric, this exquisite abaya radiates a luxurious, silky-smooth lustre and an effortless, fluid drape. The defining feature of this piece lies in its breathtaking, artisanal sleeve detailing. A stunning tapestry of intricate floral and botanical embroidery winds down the wide, relaxed sleeves, accented by delicate lattice-work cutouts and shimmering embellishments that beautifully catch the light. It perfectly balances traditional modesty with a contemporary, high-fashion sensibility.",in stock,new,7950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-heirloom-of-elegance,https://cdn.sanity.io/images/1uqris3e/production/30218e4f3b04d6fb35ae7ea1ec0aeac990a281e6-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,aa6824c1-bada-4881-80c6-4af800635c7c,female,Black,XL,adult,Nida,,,,,,,,,classic-abayas,Timeless Classic,
26-6,Heirloom of Elegance,"True to its name, the Heirloom of Elegance is a masterpiece designed to be cherished for generations. Crafted from the finest Nida fabric, this exquisite abaya radiates a luxurious, silky-smooth lustre and an effortless, fluid drape. The defining feature of this piece lies in its breathtaking, artisanal sleeve detailing. A stunning tapestry of intricate floral and botanical embroidery winds down the wide, relaxed sleeves, accented by delicate lattice-work cutouts and shimmering embellishments that beautifully catch the light. It perfectly balances traditional modesty with a contemporary, high-fashion sensibility.",in stock,new,7950.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-heirloom-of-elegance,https://cdn.sanity.io/images/1uqris3e/production/30218e4f3b04d6fb35ae7ea1ec0aeac990a281e6-5463x8191.webp,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,aa6824c1-bada-4881-80c6-4af800635c7c,female,Black,XXL,adult,Nida,,,,,,,,,classic-abayas,Timeless Classic,
70-1,Mini Hearts - Beige,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-beige-minihearts,https://cdn.sanity.io/images/1uqris3e/production/1b8ccd52ee7998334727ddda2745c554d2415da8-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,6a91fb5e-ed1b-4763-99ee-4f5d02dd6266,female,Beige,XS,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
70-2,Mini Hearts - Beige,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-beige-minihearts,https://cdn.sanity.io/images/1uqris3e/production/1b8ccd52ee7998334727ddda2745c554d2415da8-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,6a91fb5e-ed1b-4763-99ee-4f5d02dd6266,female,Beige,S,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
70-3,Mini Hearts - Beige,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-beige-minihearts,https://cdn.sanity.io/images/1uqris3e/production/1b8ccd52ee7998334727ddda2745c554d2415da8-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,6a91fb5e-ed1b-4763-99ee-4f5d02dd6266,female,Beige,M,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
70-4,Mini Hearts - Beige,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-beige-minihearts,https://cdn.sanity.io/images/1uqris3e/production/1b8ccd52ee7998334727ddda2745c554d2415da8-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,6a91fb5e-ed1b-4763-99ee-4f5d02dd6266,female,Beige,L,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
70-5,Mini Hearts - Beige,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-beige-minihearts,https://cdn.sanity.io/images/1uqris3e/production/1b8ccd52ee7998334727ddda2745c554d2415da8-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,6a91fb5e-ed1b-4763-99ee-4f5d02dd6266,female,Beige,XL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
70-6,Mini Hearts - Beige,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-beige-minihearts,https://cdn.sanity.io/images/1uqris3e/production/1b8ccd52ee7998334727ddda2745c554d2415da8-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,6a91fb5e-ed1b-4763-99ee-4f5d02dd6266,female,Beige,XXL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
58-1,Mini Hearts - Black Edition,"After the overwhelming success of the Mini Hearts - Linen Edition, Noora Modesty introduces the dainty embroidery in Black. Mini Hearts - Black Edition is a timeless piece consisting of dainty little embroidered hearts across the sleeves of the abaya in 3 different colours. Perfect for everyday wear and styling. This abaya also comes with a matching shawl.",in stock,new,6450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-minihearts,https://cdn.sanity.io/images/1uqris3e/production/2908a35328083496a7e49a61bf9ee6268b94275f-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,9f0cf72d-8521-4dd5-bdda-ef58c6480f9d,female,Black,XS,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
58-2,Mini Hearts - Black Edition,"After the overwhelming success of the Mini Hearts - Linen Edition, Noora Modesty introduces the dainty embroidery in Black. Mini Hearts - Black Edition is a timeless piece consisting of dainty little embroidered hearts across the sleeves of the abaya in 3 different colours. Perfect for everyday wear and styling. This abaya also comes with a matching shawl.",in stock,new,6450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-minihearts,https://cdn.sanity.io/images/1uqris3e/production/2908a35328083496a7e49a61bf9ee6268b94275f-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,9f0cf72d-8521-4dd5-bdda-ef58c6480f9d,female,Black,S,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
58-3,Mini Hearts - Black Edition,"After the overwhelming success of the Mini Hearts - Linen Edition, Noora Modesty introduces the dainty embroidery in Black. Mini Hearts - Black Edition is a timeless piece consisting of dainty little embroidered hearts across the sleeves of the abaya in 3 different colours. Perfect for everyday wear and styling. This abaya also comes with a matching shawl.",in stock,new,6450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-minihearts,https://cdn.sanity.io/images/1uqris3e/production/2908a35328083496a7e49a61bf9ee6268b94275f-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,9f0cf72d-8521-4dd5-bdda-ef58c6480f9d,female,Black,M,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
58-4,Mini Hearts - Black Edition,"After the overwhelming success of the Mini Hearts - Linen Edition, Noora Modesty introduces the dainty embroidery in Black. Mini Hearts - Black Edition is a timeless piece consisting of dainty little embroidered hearts across the sleeves of the abaya in 3 different colours. Perfect for everyday wear and styling. This abaya also comes with a matching shawl.",in stock,new,6450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-minihearts,https://cdn.sanity.io/images/1uqris3e/production/2908a35328083496a7e49a61bf9ee6268b94275f-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,9f0cf72d-8521-4dd5-bdda-ef58c6480f9d,female,Black,L,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
58-5,Mini Hearts - Black Edition,"After the overwhelming success of the Mini Hearts - Linen Edition, Noora Modesty introduces the dainty embroidery in Black. Mini Hearts - Black Edition is a timeless piece consisting of dainty little embroidered hearts across the sleeves of the abaya in 3 different colours. Perfect for everyday wear and styling. This abaya also comes with a matching shawl.",in stock,new,6450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-minihearts,https://cdn.sanity.io/images/1uqris3e/production/2908a35328083496a7e49a61bf9ee6268b94275f-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,9f0cf72d-8521-4dd5-bdda-ef58c6480f9d,female,Black,XL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
58-6,Mini Hearts - Black Edition,"After the overwhelming success of the Mini Hearts - Linen Edition, Noora Modesty introduces the dainty embroidery in Black. Mini Hearts - Black Edition is a timeless piece consisting of dainty little embroidered hearts across the sleeves of the abaya in 3 different colours. Perfect for everyday wear and styling. This abaya also comes with a matching shawl.",in stock,new,6450.00 LKR,https://nooramodesty.com/product/aby-emb-slv-nd-bl-minihearts,https://cdn.sanity.io/images/1uqris3e/production/2908a35328083496a7e49a61bf9ee6268b94275f-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,9f0cf72d-8521-4dd5-bdda-ef58c6480f9d,female,Black,XXL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
72-1,Mini Hearts - Pearl Grey,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-pearlgrey-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bbf769bc15993ad7266201650fc22950cdcea7ac-5319x6648.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,b974a584-f582-4a5f-9699-6cf5839b6aba,female,Pearl Grey,XS,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
72-2,Mini Hearts - Pearl Grey,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-pearlgrey-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bbf769bc15993ad7266201650fc22950cdcea7ac-5319x6648.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,b974a584-f582-4a5f-9699-6cf5839b6aba,female,Pearl Grey,S,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
72-3,Mini Hearts - Pearl Grey,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-pearlgrey-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bbf769bc15993ad7266201650fc22950cdcea7ac-5319x6648.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,b974a584-f582-4a5f-9699-6cf5839b6aba,female,Pearl Grey,M,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
72-4,Mini Hearts - Pearl Grey,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-pearlgrey-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bbf769bc15993ad7266201650fc22950cdcea7ac-5319x6648.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,b974a584-f582-4a5f-9699-6cf5839b6aba,female,Pearl Grey,L,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
72-5,Mini Hearts - Pearl Grey,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-pearlgrey-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bbf769bc15993ad7266201650fc22950cdcea7ac-5319x6648.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,b974a584-f582-4a5f-9699-6cf5839b6aba,female,Pearl Grey,XL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
72-6,Mini Hearts - Pearl Grey,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-pearlgrey-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bbf769bc15993ad7266201650fc22950cdcea7ac-5319x6648.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,b974a584-f582-4a5f-9699-6cf5839b6aba,female,Pearl Grey,XXL,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
71-1,Mini Hearts - Sage Green,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-sagegreen-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bf1a8dfe855573550ec5fb4fa4a7d0d1b58dda78-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,ed19624c-6d06-4376-b917-2f62c00a7c3b,female,Sage Green,XS,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
71-2,Mini Hearts - Sage Green,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-sagegreen-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bf1a8dfe855573550ec5fb4fa4a7d0d1b58dda78-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,ed19624c-6d06-4376-b917-2f62c00a7c3b,female,Sage Green,S,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
71-3,Mini Hearts - Sage Green,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-sagegreen-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bf1a8dfe855573550ec5fb4fa4a7d0d1b58dda78-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,ed19624c-6d06-4376-b917-2f62c00a7c3b,female,Sage Green,M,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
71-4,Mini Hearts - Sage Green,"The Mini Hearts - Linen Edition was inspired by the trend for minimalism and high quality embroidered modest wear. Manufactured in Noor Linen, the perfect fabric for abayas, high breathability, perfect for all day wear, and has a slit upto the knee for ease of mobility. This collection offers minimalism and fashion in one package. Available in 3 different colours - Pearl Grey, Sage Green and Beige. The Mini Hearts - Linen Edition is the perfect addition to your everyday wardrobe.",in stock,new,5250.00 LKR,https://nooramodesty.com/product/aby-emb-slv-lin-sagegreen-minihearts,https://cdn.sanity.io/images/1uqris3e/production/bf1a8dfe855573550ec5fb4fa4a7d0d1b58dda78-5464x6830.jpg,Noora Modesty,Apparel & Accessories > Clothing,Clothing & Accessories > Clothing,,,,ed19624c-6d06-4376-b917-2f62c00a7c3b,female,Sage Green,L,adult,,,,,,,,,,classic-abayas,Dainty Embroidery Collection,
